,,,,,,,,,,,,SRS,,,Adjusted,,
263,Idaho State,Big Sky,,6,21,66.9,76.5,-9.63,,-3.7,,-7.6,-6.91,-14.5,,,
264,Colgate,NAC,,8,21,71.7,80.3,-8.55,,-6.23,,-3.33,-11.19,-14.52,,,
265,Samford,A-Sun,,6,22,73.4,82.8,-9.43,,-4.81,,-7.11,-7.51,-14.62,,,
266,William & Mary,CAA,,6,22,68.2,78.1,-9.93,,-2.32,,-6.99,-7.7,-14.68,,,
267,Liberty,Ind,,11,17,72.1,74.7,-2.57,,-11.28,,-8.97,-5.85,-14.82,,,
268,New Hampshire,NAC,,5,23,60.8,71.6,-10.82,,-4.27,,-15.72,0.63,-15.09,,,
269,South Carolina State,MEAC,,13,16,77,78.4,-1.38,,-11.99,,-6.23,-8.92,-15.15,,,
270,North Texas,Southland,,5,25,72.5,84.7,-12.13,,-3.43,,-3.37,-12.2,-15.56,,,
271,Maryland-Baltimore County,Ind,,12,16,76.6,81.4,-4.71,,-7.38,,-4.61,-11.21,-15.82,,,
272,Charleston Southern,Big South,,9,19,67.7,71.1,-3.39,,-11.55,,-11.73,-4.28,-16,,,
273,Rider,ECC,,10,18,69,78.5,-9.5,,-6.51,,-8.43,-7.67,-16.1,,,
274,Bethune-Cookman,MEAC,,10,18,77.5,84.7,-7.21,,-10.04,,-2.73,-13.92,-16.65,,,
275,Davidson,Ind,,4,24,63.3,72.9,-9.54,,-4.61,,-15.32,-1.33,-16.65,,,
276,Radford,Big South,,7,22,68.3,76.1,-7.83,,-9.66,,-10.65,-6.48,-17.14,,,
277,Howard,MEAC,,8,19,71.5,78.8,-7.3,,-10.59,,-12.31,-5.32,-17.63,,,
278,Alcorn State,SWAC,,7,22,73.6,87.2,-13.62,,-5.14,,-8.14,-9.56,-17.7,,,
279,St. Francis (NY),NEC,,9,18,74,81.3,-7.3,,-9.45,,-7.03,-10.81,-17.84,,,
280,Columbia,Ivy,,4,22,65.7,76.8,-11.08,,-7.24,,-9.7,-8.61,-18.31,,,
281,Mercer,A-Sun,,7,20,63.4,72.6,-9.15,,-7.33,,-21.4,2.83,-18.57,,,
282,Long Island University,NEC,,3,23,76.2,85.7,-9.58,,-8.37,,-1.57,-17.12,-18.69,,,
283,Morgan State,MEAC,,8,20,75.2,81.4,-6.21,,-11.6,,-6.89,-11.93,-18.83,,,
284,Maryland-Eastern Shore,MEAC,,10,17,76.7,82,-5.37,,-14.5,,-6.73,-13.27,-20,,,
285,Central Florida,Ind,,7,21,68.7,78.1,-9.43,,-10.59,,-12.47,-8.46,-20.93,,,
286,Central Connecticut State,Ind,,6,22,66.5,73.8,-7.32,,-8.99,,-16.32,-4.67,-20.99,,,
287,Augusta State,Big South,,8,20,70,79.3,-9.21,,-9.37,,-8.06,-12.98,-21.04,,,
288,Georgia State,A-Sun,,5,23,74.9,89.1,-14.14,,-5.9,,-8.01,-13.54,-21.55,,,
289,Florida International,Ind,,7,21,74.4,86.5,-12.14,,-8.3,,-4.8,-17,-21.8,,,
290,Nicholls State,Ind,,4,23,70.5,85,-14.44,,-7.12,,-11.77,-11.94,-23.71,,,
291,Stephen F. Austin,Southland,,2,25,67.9,86.7,-18.85,,-6.45,,-11.55,-13.34,-24.89,,,
292,Brooklyn,Ind,,7,21,72,84,-12.04,,-12.81,,-9.75,-17.73,-27.48,,,
